bedrooms_per_room__ratio,rooms_per_household__ratio,people_per_household__ratio,log__total_bedrooms,log__total_rooms,log__households,log__population,log__median_income,geo__cluster_similarity_0,geo__cluster_similarity_1,geo__cluster_similarity_2,geo__cluster_similarity_3,geo__cluster_similarity_4,geo__cluster_similarity_5,geo__cluster_similarity_6,geo__cluster_similarity_7,geo__cluster_similarity_8,geo__cluster_similarity_9,cat__ocean_proximity_<1H OCEAN,cat__ocean_proximity_INLAND,cat__ocean_proximity_ISLAND,cat__ocean_proximity_NEAR BAY,cat__ocean_proximity_NEAR OCEAN,remainder__housing_median_age
1.8466243885359124,-0.8660273726234167,-0.3302037179645524,1.3241135221135392,0.6378920952834105,1.3103690653889002,0.456906245780909,-1.071521609031741,0.45818291431777014,1.241847037497795e-14,0.08141159955318633,3.434949677060342e-24,3.329278444174792e-07,0.00020950278781741008,0.000848921575535911,0.9770322204458018,2.3821910231926155e-08,3.8191264458921285e-18,0.0,0.0,0.0,1.0,0.0,1.8611187475164104
-0.5081207009148274,0.024549504086777862,-0.2536163117411425,-0.2526707739797149,-0.06357550684545073,-0.14203029476888576,-0.7116541594342175,1.1947116033779877,6.511495237554116e-10,0.9579596411113817,8.649501849212035e-14,0.027129900288365327,0.03992038488151433,0.00020789135628854178,5.614048600256284e-27,1.2609638621007287e-13,0.11034908018129731,0.35476100835403435,1.0,0.0,0.0,0.0,0.0,0.9076297101651685
-0.20215475941597302,-0.04119332129659786,-0.0510409133742563,-0.9252663902302173,-0.8599272125249233,-0.9130298054021385,-0.9419972657235726,-0.7569814884212865,0.34325061950465247,4.26114131193533e-15,0.4483095512745805,1.0410787879680814e-24,5.084724893587878e-08,0.000410886342824961,0.0056411305423499005,0.7303264917972861,2.508223655193161e-08,2.669658701910624e-18,0.0,1.0,0.0,0.0,0.0,0.35142777171027734
-0.14900561971041323,-0.03485832924931602,-0.1414754660605696,0.9527734020255246,0.9434747000050318,0.9253729475985282,0.6707001771122937,-0.9122525215069701,2.244844330894514e-15,0.2704822505572119,2.81301360044912e-19,0.46495104267782394,5.823840239886528e-05,1.5955940608870767e-07,5.913326436368999e-35,5.201262921396815e-20,0.0017129824895679082,0.8874598065033344,0.0,1.0,0.0,0.0,0.0,-0.9198909447580452
0.9632080718249695,-0.6665541204434522,-0.30614815335981715,1.4376221188720242,1.0035895961391932,1.4814644437782913,0.7190927078355588,0.03453732077655917,1.0902281174711167e-11,0.9422205802144772,6.016729671178203e-16,0.10926156006047326,0.009773464577545809,1.3712096134506153e-05,5.421817484046209e-30,1.0480295106395247e-15,0.025688240794060273,0.5279505765939405,0.0,0.0,0.0,0.0,1.0,0.5898000310480879
-0.7439419463381229,0.1136461787112594,-0.18406597658005264,-0.47556845866233666,-0.15944783060082485,-0.29573678113778507,-0.6557840943209369,-0.07851795444921053,0.6423986583655112,1.15938618768556e-11,0.463302513102384,3.807285546641586e-20,6.4773510540758956e-06,0.01717476149002176,0.00015430608586649785,0.3632806088127602,8.154545834427851e-06,2.3245874902709545e-14,0.0,1.0,0.0,0.0,0.0,1.8611187475164104
-0.4892487889817798,0.5564770184293643,0.05060187950442783,-1.0581551656421873,-0.8562295477689346,-1.2552985674757826,-1.0763789167467677,1.2036766605325262,8.006474256421535e-11,0.959599050584429,4.666593934453368e-15,0.05452068032481799,0.024319197342160703,4.036660614548799e-05,1.1390002781363053e-28,1.111419666482129e-14,0.04431922978858968,0.37449125754981394,1.0,0.0,0.0,0.0,0.0,0.4308851914895475
-0.38921748080353424,-0.024225484609081204,-0.15816144640366814,1.0297119157236625,1.1266421795610113,1.1055513378828854,0.8063386050955953,0.9421359129388714,0.7868544239640531,2.1609305442864834e-12,0.05766277711933025,2.9817604842431902e-21,1.1218533577895233e-05,0.0018335008561141317,6.336027897499567e-05,0.7521652822136878,8.51332317901976e-07,1.1147881064654622e-15,0.0,0.0,0.0,1.0,0.0,0.5898000310480879
0.6750125250187033,-0.45670722081763776,0.12811741047979483,0.9051230608792237,0.5807399214654237,0.864504323228154,1.167537213662095,-0.4985149980868941,2.8079407222607446e-09,0.8685613290495808,5.803823999595192e-13,0.014460799062785584,0.057914632418036696,0.0005694036569570932,7.934106687815097e-26,7.053833308119916e-13,0.18242890409835402,0.28736970954922425,1.0,0.0,0.0,0.0,0.0,-0.5226038458616944
1.8160536438685577,-0.9414696009533754,-0.04412567330339836,0.40678972612575925,-0.24625284795963132,0.49219857515187543,0.4689045159510292,-2.283375825587489,7.08372228519742e-11,0.9876225582054603,9.215576265518097e-15,0.06321624854292189,0.01452909982748483,6.58226890508054e-05,1.9157505133667954e-28,9.000955063707788e-15,0.06364002929997431,0.5620424485221611,1.0,0.0,0.0,0.0,0.0,-0.9198909447580452
-0.19649224699135454,0.008126940820203585,0.15237072248873926,-0.9316143377788904,-0.8685950842114618,-0.9540050031506739,-0.5983713225552094,-0.8219894742936533,0.055579988844663857,1.0711393467111263e-16,0.8484582085013893,1.6192085805562664e-26,7.186087103310951e-10,0.00014124791913254085,0.021249454306646664,0.13969212740112372,3.1561921605401536e-09,1.3532833882315325e-19,0.0,1.0,0.0,0.0,0.0,-0.44314642608242427
0.4849713901961461,-0.28505483850366753,-0.040079571741417755,0.20530843719593628,-0.03330919593754809,0.10250258579370437,0.09051294069057357,-1.237972844153139,2.592108688105825e-10,0.9855218870435258,2.665253132083683e-14,0.0386090867092208,0.030610754312013475,0.00011006282421537475,1.0976601702207146e-27,4.2799716590810205e-14,0.07922923270540533,0.39311412205293583,1.0,0.0,0.0,0.0,0.0,1.0665445497237087
-1.1497798183458197,0.9593014019541515,0.024042834689248675,-0.7697417902903086,-0.20781704995361497,-0.7846972007824285,-0.6596994006626857,1.7848542782758687,0.8532761313684083,1.3699390183917435e-11,0.04442074297041962,3.493681507968221e-20,3.804008531512449e-05,0.003697557932953541,2.06543915810137e-05,0.6003290810100466,2.9420778287207698e-06,8.60050808878767e-15,1.0,0.0,0.0,0.0,0.0,0.4308851914895475
-0.23920886087070947,0.1539856098126302,-0.020334249096244213,0.15429658624381654,0.20651596649893406,0.053662906795378475,0.08372966302980635,-0.5761365764277854,4.0119944274847875e-05,3.3316424696525265e-26,0.020109642751354788,3.2400928080364505e-38,2.7416092384531472e-17,9.1646523559182e-10,0.5927166837935633,0.0012229844831251634,2.0441061554136942e-16,1.0944699087986049e-29,0.0,1.0,0.0,0.0,0.0,-0.6020612656409646
-0.788360790152875,0.36435455136687356,-0.09420351002704334,0.6117613742672326,0.9221696058752832,0.6637042105842893,0.5265364727298029,0.5085287623969696,1.5620406887760549e-18,0.07689431694380555,1.0995120818259183e-23,0.9329882537530955,5.400381279868581e-06,2.9056823027320864e-10,1.4784342567534493e-40,1.448735864389715e-23,2.7904584923922112e-05,0.23426348991388413,0.0,0.0,0.0,0.0,1.0,0.4308851914895475
0.4177751901671765,-0.38746865504062555,0.1621504972396977,1.2244438386094518,0.9822956812122592,1.21887618152468,1.5760526454851727,-0.27949921208675776,2.0704909952255024e-12,0.8617855384241899,1.440464933614276e-16,0.18022349217625136,0.0037343714864542547,6.481700926934021e-06,5.708139189352871e-31,1.4555468854033355e-16,0.017542680496712117,0.7253830694188363,1.0,0.0,0.0,0.0,0.0,-0.2047741667446138
-0.7277491899956761,0.30514814186156336,0.047806481337485815,-0.4985895698168631,-0.19050100154569843,-0.4401073702028219,-0.27186755565238563,0.2397066999803521,0.7009845611212879,6.0631392379413e-10,0.22070539507908035,7.601504783044847e-18,9.00855369364765e-05,0.06920083228158315,1.1257144905537802e-05,0.20370318562387912,0.00010875219019784528,1.806090706073402e-12,0.0,1.0,0.0,0.0,0.0,1.0665445497237087
2.440764471412483,-0.8114125480398021,-0.003370249988775273,-1.6084386595222266,-2.3621952041264764,-1.8133862698294128,-1.736044275626756,-0.6369304059618652,0.48024752831733414,1.7083094911129372e-14,0.0818968820420804,5.1986585635417525e-24,4.130947903899039e-07,0.0002434827820971337,0.0007471688661959982,0.9760319280176708,3.000724407964076e-08,5.4420862213977655e-18,0.0,0.0,0.0,1.0,0.0,0.2719703519310072
-0.31399544294450304,0.023279588701118775,-0.10122822796640121,1.352174460204811,1.4053984128660857,1.3596602881777802,1.2012727546008717,0.37935988636412826,5.844586624734929e-09,0.05299963350410907,1.040510901304772e-10,0.0003495804228843465,0.0013373251869230117,0.00430777514515237,5.353494957294894e-23,2.04388320733402e-12,0.2144030948159133,0.06067079620030403,0.0,1.0,0.0,0.0,0.0,-1.3966354634336662
0.1726559152064008,-0.20517386107551816,-0.07388157125601692,-0.517288201128568,-0.6188939951923724,-0.5541916729875199,-0.6363752839506823,-0.09460284765845627,1.321465214681251e-10,0.9893345643535731,1.0958750626419145e-14,0.048732224821150374,0.02539276771072014,6.730118623695245e-05,3.2731412190488584e-28,1.9520022013523765e-14,0.06061902557606272,0.41035178328135935,1.0,0.0,0.0,0.0,0.0,1.4638316486200595
